mouse,strain,cell,id,cell_type,drug,condition,vm,ir_neg,ir_pos,tm_on,tm_neg_off,tm_pos_on,tm_pos_off,sag,spiking,ap_thresh,ap_max,ap_halfwidth,rheobase,ahp_max,epsp,epsp_max,epsp_latency,epsp_width,ipsp,ipsp_max,ipsp_latency,ipsp_width,psam_expression_cell,psam_expression_slice,psam_expression_animal,serotype,dillution
289,ndnf,S1C1,289_S1C1,l2_sc,baseline,1,-66.1525,15.583,15.3778,5.13885,4.46805,6.19685,5.70799,0.496217,Y,-49.9438,40.2313,0.55,385,-61.9063,0.496657967,0.5476995,NA,NA,-1.241536423,-1.447092333,4.851666667,11.57410933,N,N,Y,9,1
289,ndnf,S1C1,289_S1C1,l2_sc,upsem1,1,-69.2096,19.7728,21.0166,7.29636,7.84556,7.74933,6.8041,0.505038,Y,-49.375,38.1437,0.54,340,-61.5,0.379887067,0.519668733,NA,NA,-1.093972667,-1.318873567,10.16136667,11.65206887,N,N,Y,9,1
289,ndnf,S1C1,289_S1C1,l2_sc,upsem10,1,-68.0507,22.3452,25.3448,6.85736,6.73349,8.16168,10.0061,0.585038,Y,-49,38.6375,0.51,306.875,-61.75,0.295106767,0.472785267,NA,NA,-1.1263717,-1.404297933,7.440233333,12.44983633,N,N,Y,9,1
289,ndnf,S1C1,289_S1C1,l2_sc,washout,1,-66.1866,19.6986,20.0867,8.47064,5.68434,7.29387,9.51606,0.496337,Y,-49.1375,37.3813,0.49,298.125,-60.5938,0.409498033,0.5882182,NA,NA,-1.156424133,-1.475323167,9.706566667,11.22256567,N,N,Y,9,1
289,ndnf,S2C1,289_S2C1,l2_pc,baseline,1,-64.6297,21.9189,20.7735,7.13164,7.27661,9.82211,9.29849,0.450086,Y,-43.2938,49.725,0.54,350,-57.5938,NA,0.142655542,NA,NA,-2.632693,-2.865678,2.806233333,24.96826333,N,Y,Y,9,1
289,ndnf,S2C1,289_S2C1,l2_pc,upsem1,1,-63.5457,23.0536,33.5299,13.3192,13.1619,16.9238,14.9463,0.470283,Y,-43.6063,46.7188,0.52,190,-57.7188,NA,0.238765523,NA,NA,-4.575520333,-4.732068333,2.4127,32.21871,N,Y,Y,9,1
289,ndnf,S2C1,289_S2C1,l2_pc,upsem10,1,-61.8248,25.5567,29.9747,12.5245,11.5728,15.3116,16.1628,0.463965,Y,-43.5812,47.1437,0.52,196.875,-57.1875,NA,0.25415596,NA,NA,-4.333144,-4.488551667,2.750366667,28.23213333,N,Y,Y,9,1
289,ndnf,S2C1,289_S2C1,l2_pc,upsem20,1,-63.9023,28.3942,32.2894,10.8531,9.35444,15.8954,13.3118,0.538363,Y,-44.125,46.0375,0.5,212.5,-57.8438,NA,0.142655542,NA,NA,-3.959944667,-4.126959333,2.806233333,24.96826333,N,Y,Y,9,1
289,ndnf,S2C1,289_S2C1,l2_pc,washout,1,-63.0254,26.7424,30.0444,12.384,12.7043,16.267,15.5206,0.510829,Y,-45.0438,44.3,0.51,202.5,-58.5,NA,0.28351032,NA,NA,-4.124030333,-4.308157333,2.915166667,30.20912667,N,Y,Y,9,1
289,ndnf,S3C1,289_S3C1,l2_sc,baseline,1,-65.1225,49.6546,48.1003,8.56554,10.2539,11.0859,11.5476,0.510078,Y,-45.1375,48.3312,0.59,160,-61.5625,NA,0.332903172,NA,NA,-0.209606717,-0.526471867,NA,NA,N,N,Y,9,1
289,ndnf,S3C1,289_S3C1,l2_sc,upsem1,1,-66.8462,56.2487,65.1665,14.1258,12.4401,12.2909,14.6495,0.481095,Y,-42.625,48.2313,0.6,125.625,-59.8438,NA,0.595708877,NA,NA,-0.36946966,-0.595957687,NA,NA,N,N,Y,9,1
289,ndnf,S3C1,289_S3C1,l2_sc,upsem10,1,-62.6523,62.5305,110.345,1.67422,18.5805,53.8098,39.6807,0.501391,Y,-43.1,46.9937,0.59,73.75,-61.5,NA,0.434410613,NA,NA,-0.9558164,-1.206213567,NA,NA,N,N,Y,9,1
289,ndnf,S3C1,289_S3C1,l2_sc,upsem20,1,-63.3392,64.1987,112.947,20.136,16.1398,39.831,26.2949,0.556281,Y,-45,45.7687,0.58,68.125,-62.5938,NA,0.446273633,NA,NA,-0.9396885,-1.1828936,NA,NA,N,N,Y,9,1
289,ndnf,S3C1,289_S3C1,l2_sc,washout,1,-76.4378,21.2931,28.7987,3.81877,3.45195,3.08083,2.93911,0.714929,Y,-49.6875,37.4453,0.65,546.875,-60,NA,0.39476569,NA,NA,-0.4527045,-0.584400967,NA,NA,N,N,Y,9,1
290,ndnf,S3C1,290_S3C1,l2_sc,baseline,1,-67.7257,44.7257,59.2458,12.1721,12.4158,20.0587,19.3227,0.509965,Y,-36.3937,42.7875,0.58,206.25,-51.0938,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,1
290,ndnf,S3C1,290_S3C1,l2_sc,upsem1,1,-64.8631,41.1456,61.7618,11.3826,11.3254,17.3642,16.7342,0.600609,Y,-34.0313,37.2125,0.58,206.25,-49.1563,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,1
290,ndnf,S3C1,290_S3C1,l2_sc,upsem10,1,-67.0178,39.3715,63.377,11.3231,9.7758,14.9578,15.8577,0.755685,Y,-33.45,37.225,0.55,228.125,-48.1563,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,1
290,ndnf,S3C1,290_S3C1,l2_sc,upsem20,1,-67.0968,46.0371,72.1573,17.5448,14.5287,20.5472,20.5493,0.65471,Y,-35.85,38.0313,0.57,190,-49.625,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,1
290,ndnf,S3C1,290_S3C1,l2_sc,washout,1,-63.6628,55.7772,65.8606,14.9542,13.5496,22.8493,24.6023,0.663382,Y,-39.075,27.8438,0.56,150,-51.7188,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,
100,ndnf,S3C2,100_S3C2,l1_in,baseline,10,-65.5289,236.606,310.059,11.4175,9.35599,13.676,10.4621,0.969677,Y,-29.5556,38.2869,0.46,100.625,-54.4031,9.013024643,9.603513571,3.210625,10.51733964,NA,-0.254414069,NA,NA,N,N,N,5,2
100,ndnf,S3C2,100_S3C2,l1_in,upsem10,10,-58.6605,242.824,321.135,9.33595,11.2995,10.0237,11.6978,0.875528,Y,-27.5144,37.295,0.47,75,-53.2125,2.954613154,3.392611577,3.599458333,9.112545417,NA,-0.563397746,NA,NA,N,N,N,5,2
101,pv,S1C1,101_S1C1,l2_pc,baseline,10,NA,48.2772,-48.2772,8.34476,9.51134,8.34476,9.51134,0.477437,Y,NA,NA,NA,NA,NA,0.44951036,0.62840926,NA,NA,-0.15063843,-0.40846574,NA,NA,N,Y,Y,9,2
101,pv,S1C1,101_S1C1,l2_pc,upsem10,10,NA,16.7957,8.11618,4.55263,6.61775,4.84082,4.65416,0.92542,N,NA,NA,NA,NA,NA,0.235032248,0.523097738,NA,NA,-0.045652263,-0.403152323,NA,NA,N,Y,Y,9,2
101,ndnf,S2C1,101_S2C1,l2_sc,baseline,10,-64.8442,69.281,92.8108,14.3161,20.6642,15.4929,19.8289,0.627154,Y,-37.5787,49.4144,0.54,110,-54.725,2.312385333,2.435254333,3.94075,10.58429786,NA,-0.34224673,NA,NA,N,N,N,5,2
101,ndnf,S2C1,101_S2C1,l2_sc,upsem10,10,-65.4318,52.2131,58.0259,6.8767,7.58094,5.99093,9.1523,0.727435,Y,-32.4719,47.3919,0.6,373.125,-45.3281,1.1528994,1.288936067,4.311344828,9.496592759,NA,-0.332834154,NA,NA,N,N,N,5,2
101,pv,S3C1,101_S3C1,l2_pc,baseline,10,-74.6166,77.8994,90.1868,19.8377,16.2848,24.0338,32.3956,0.843458,Y,-39.75,55.975,0.69,198.125,-58.0625,3.7074018,3.909128,3.730229167,28.31834167,-0.705842596,-0.99587264,NA,NA,N,N,Y,9,2
101,pv,S3C1,101_S3C1,l2_pc,upsem10,10,-74.5447,77.2776,107.74,28.3377,33.6156,32.1399,36.1137,0.831519,Y,-38.2,55.675,0.67,130,-57,1.531413572,1.7590629,3.981931818,20.15534984,-0.5286158,-0.815937,NA,NA,N,N,Y,9,2
101,pv,S3C1,101_S3C1,l2_pc,washout,10,-72.4234,90.042,157.734,32.2366,32.1225,52.0561,51.3647,0.840891,Y,-39.9063,53.85,0.68,111.25,-57.9063,1.213082877,1.40826142,4.490533333,14.27131838,-0.523256088,-0.79798858,NA,NA,N,N,Y,9,2
102,pv,S1C2,102_S1C2,l2_in,baseline,10,-79.4515,76.7387,100.102,6.54777,4.62363,5.02014,5.05005,0.907317,Y,-38.8125,41.5,0.12,220.625,-66.9688,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,2
102,pv,S1C2,102_S1C2,l2_in,upsem10,10,-77.2188,74.1447,73.4711,2.00895,5.09267,6.24365,4.25125,0.929135,Y,-41.5688,31.1625,0.14,298.125,-69.6563,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,2
102,pv,S1C2,102_S1C2,l2_in,washout,10,-74.0081,96.0468,100.305,3.46739,8.03442,7.33091,7.24171,0.983245,Y,-45.1563,0.0875,0.22,295,-63.6875,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,2
1258,sim1cre,S3C1,1258_S3C1,l2_sc,baseline,10,-66.3879,31.2127,34.1813,13.0285,14.0755,15.177,15.8075,0.646793,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
1258,sim1cre,S3C1,1258_S3C1,l2_sc,upsem10,10,-66.1641,30.6303,21.0878,4.23591,10.119,7.6421,7.19862,0.914686,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
1258,sim1cre,S3C1,1258_S3C1,l2_sc,washout,10,-60.9459,35.0854,39.7245,13.2123,10.7233,24.668,14.202,0.710722,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
1258,sim1cre,S4C1,1258_S4C1,l2_sc,baseline,10,-46.0614,44.28,54.144,12.6965,13.7838,17.1935,32.7633,0.630273,Y,-32.2125,34.8125,0.54,131,-41.7813,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
1258,sim1cre,S4C1,1258_S4C1,l2_sc,upsem10,10,-48.9283,35.9725,43.2759,12.2552,15.3161,13.7134,15.3519,0.688353,Y,-28.0188,35.6375,0.61,233,-37.0313,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
1259,sim1cre,S1C1,1259_S1C1,l2_fc,baseline,10,-77.3998,116.4,204.366,54.2075,14.2528,27.6338,30.1862,0.929269,Y,-38.5125,54.0375,0.45,107,-57.8125,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,5,1
1259,sim1cre,S1C1,1259_S1C1,l2_fc,upsem10,10,-65.2693,104.168,54.2382,7.27729,8.65487,9.19191,8.80755,0.950965,Y,-31.3375,46.6375,0.55,410.9375,-48.0313,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,5,1
1259,sim1cre,S2C2,1259_S2C2,l2_sc,baseline,10,-73.6871,32.0927,49.229,7.92643,11.5161,16.6883,13.5001,0.695089,Y,-46.4562,34.9375,0.49,176.3125,-61.4063,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
1259,sim1cre,S2C2,1259_S2C2,l2_sc,upsem10,10,-65.1979,12.1205,-0.86813,6.4231,5.51132,4.46526,4.25909,0.901987,Y,-37.475,33.4875,0.53,571,-50.4063,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
1259,sim1cre,S3C1,1259_S3C1,l2_fc,baseline,10,-75.5875,205.207,272.255,16.8361,18.6203,29.7015,23.6312,0.894021,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,5,1
1259,sim1cre,S3C1,1259_S3C1,l2_fc,upsem10,10,-55.9242,135.096,83.2205,11.0642,11.5547,11.2165,10.8185,0.966153,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,5,1
1354,sim1cre,S2C1,1354_S2C1,l1_in,baseline,10,NA,149.153,161.827,7.50707,9.22093,8.74097,9.02269,0.927284,Y,NA,NA,NA,NA,NA,29.364136,29.81014,1.90332,16.158196,NA,-0.313604822,NA,NA,N,N,N,NA,NA
1354,sim1cre,S2C1,1354_S2C1,l1_in,upsem10,10,NA,135.013,176.018,6.76909,7.45219,7.53549,7.50862,0.945618,Y,NA,NA,NA,NA,NA,27.74243103,28.11239655,1.925137931,15.55468621,NA,-0.229197993,NA,NA,N,N,N,NA,NA
1356,sim1cre,S3C1,1356_S3C1,l1_in,baseline,10,-55.041,130.064,120.845,7.59517,8.196,7.10358,5.72451,0.903208,Y,-35.8,29.4688,0.5,167.5,-52.375,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA
1356,sim1cre,S3C1,1356_S3C1,l1_in,upsem10,10,-63.6694,107.221,126.398,7.59995,5.68737,7.8002,5.64679,0.915658,Y,-36.8563,25.9125,0.54,140,-54.8125,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA
170,ndnf,S3C1,170_S3C1,l2_sc,baseline,10,-63.48,45.0091,45.7994,9.613,15.3403,15.1902,11.7235,0.453006,Y,NA,NA,NA,NA,NA,0.291690258,0.526665871,NA,NA,-0.969686516,-1.157810742,NA,NA,N,Y,Y,9,NA
170,ndnf,S3C1,170_S3C1,l2_sc,upsem10,10,-47.528,49.8869,147.909,18.3189,14.5697,30.0929,24.8161,0.442858,Y,NA,NA,NA,NA,NA,0.082854506,0.466247362,NA,NA,-3.534675,-3.7093774,2.93606,21.39017,N,Y,Y,9,NA
171,ndnf,S1C1,171_S1C1,l2_pc,baseline,10,-65.4328,73.1539,77.5152,13.8524,44.7069,14.1305,20.7679,0.690731,Y,NA,NA,NA,NA,NA,0.449602618,0.67885856,NA,NA,-0.15757008,-0.43489144,NA,NA,N,N,N,9,NA
171,ndnf,S1C1,171_S1C1,l2_pc,upsem10,10,-62.8773,60.9222,86.2653,17.6237,18.8789,19.305,27.2949,0.793611,Y,NA,NA,NA,NA,NA,0.165943309,0.491568838,NA,NA,-0.582538679,-0.86593084,NA,NA,N,N,N,9,NA
171,ndnf,S1C1,171_S1C1,l2_pc,washout,10,-67.2563,62.8607,62.6142,15.8505,15.4844,23.6638,24.443,0.755866,Y,NA,NA,NA,NA,NA,0.180399711,0.673048563,NA,NA,-1.645969392,-1.96445194,11.75937778,28.45694439,N,N,N,9,NA
171,ndnf,S2C1,171_S2C1,l2_pc,baseline,10,-57.7549,72.2349,100.866,17.207,14.7605,21.965,6.80689,0.474998,Y,NA,NA,NA,NA,NA,0.611237108,0.792904196,NA,NA,-3.017007436,-3.2433462,7.61736,31.6894558,N,N,N,9,NA
171,ndnf,S2C1,171_S2C1,l2_pc,upsem10,10,-66.2762,68.6168,69.4491,6.39576,8.19787,8.30019,10.4946,0.584416,Y,NA,NA,NA,NA,NA,0.865239388,1.06529822,NA,NA,-0.884284108,-1.16282632,39.6587,10.42847792,N,N,N,9,NA
171,ndnf,S2C1,171_S2C1,l2_pc,washout,10,-71.9134,72.0757,92.0715,7.29231,7.35105,8.3725,6.87875,0.645849,Y,NA,NA,NA,NA,NA,1.2306645,1.4623909,6.198666667,6.49933,-0.408085626,-0.690109072,NA,NA,N,N,N,9,NA
171,ndnf,S3C1,171_S3C1,l1_in,baseline,10,-74.163,78.991,107.839,5.48781,5.54522,7.55802,7.7418,0.943632,Y,-30.8,19.925,0.61,306.25,-51.5,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,9,NA
171,ndnf,S3C1,171_S3C1,l1_in,upsem10,10,-70.2905,97.5941,119.145,5.71313,6.88643,8.36299,6.31342,0.962189,Y,-26.1,18.225,0.74,316.875,-45.4063,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,9,NA
173,ndnf,S1C1,173_S1C1,l2_sc,baseline,10,-62.0347,44.2185,70.9675,6.38763,7.66964,7.51863,9.27153,0.476074,Y,NA,NA,NA,NA,NA,2.614683,2.88522,5.281607143,31.51663571,-0.560613633,-0.794988,NA,NA,N,Y,Y,9,NA
173,ndnf,S1C1,173_S1C1,l2_sc,upsem10,10,-60.0308,42.9263,128.864,12.221,11.1421,21.616,29.0666,0.482275,Y,NA,NA,NA,NA,NA,1.35083315,1.63863065,1.088882353,4.431071765,-0.2676191,-63.207385,NA,NA,N,Y,Y,9,NA
173,ndnf,S3C2,173_S3C2,l2_sc,baseline,10,-57.6118,37.7303,49.3602,12.682,8.70851,13.2704,11.6964,0.474669,Y,NA,NA,NA,NA,NA,NA,0.326687093,NA,NA,-0.549105765,-0.7628952,NA,NA,N,N,Y,9,NA
173,ndnf,S3C2,173_S3C2,l2_sc,upsem10,10,-61.1226,63.7984,138.627,13.4742,17.9398,28.2552,30.5446,0.547342,Y,NA,NA,NA,NA,NA,NA,0.46705313,NA,NA,-0.47382055,-0.67148928,NA,NA,N,N,Y,9,NA
173,ndnf,S4C1,173_S4C1,l2_pc,baseline,10,-67.4609,151.401,192.966,23.7771,21.592,32.0196,30.5772,0.767119,Y,-38.3125,47.2125,0.76,103.75,-47.5,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,NA
173,ndnf,S4C1,173_S4C1,l2_pc,upsem10,10,-61.1502,110.254,118.523,15.1859,15.5673,15.9164,17.6824,0.797837,Y,-25.9312,35.0187,1.32,163.75,-42.1563,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,NA
186,ndnf,S1C1,186_S1C1,l1_in,baseline,10,-75.2921,129.367,163.183,6.77298,6.97687,9.18172,8.20608,0.916759,Y,-37.4813,29.8188,0.5,226.875,-57.5,10.95372267,11.092264,1.9853,12.69832333,NA,-0.440036325,NA,NA,N,N,N,9,NA
186,ndnf,S1C1,186_S1C1,l1_in,upsem10,10,-69.3481,110.32,129.163,6.99804,5.93911,7.80336,6.87462,0.918055,Y,-35.0313,12.9125,0.64,267.5,-58.0938,7.074204,7.324745667,2.183551724,9.944224138,NA,-0.484627647,NA,NA,N,N,N,9,NA
210,ndnf,S2C1,210_S2C1,l2_sc,baseline,10,-64.0982,35.9419,45.3297,6.42037,5.90473,7.97176,8.53773,0.506988,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,Y,9,NA
210,ndnf,S2C1,210_S2C1,l2_sc,upsem10,10,-62.2533,37.6189,58.6657,9.62816,9.87451,14.5412,14.3274,0.488083,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,Y,9,NA
210,ndnf,S3C1,210_S3C1,l2_sc,baseline,10,-64.3736,77.0498,120.043,10.8196,11.1201,16.6021,14.4776,0.520754,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,9,2
210,ndnf,S3C1,210_S3C1,l2_sc,upsem10,10,-67.8749,50.3572,51.6242,5.45575,5.78805,4.81677,5.13122,0.497634,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,9,2
210,ndnf,S4C1,210_S4C1,l1_in,baseline,10,-44.2187,291.422,219.042,11.3374,8.33921,65.9287,7.12255,0.949032,Y,NA,NA,NA,NA,NA,2.1698142,2.90755232,8.1545,17.91709182,NA,-1.122447644,NA,NA,Y,Y,Y,9,2
210,ndnf,S4C1,210_S4C1,l1_in,upsem10,10,-58.9265,57.6105,46.8378,57.434,10.6797,13.4824,30.969,1.07038,N,NA,NA,NA,NA,NA,0.754713638,1.1534934,NA,NA,NA,-0.41275655,NA,NA,Y,Y,Y,9,2
210,ndnf,S4C1,210_S4C1,l1_in,washout,10,-47.8334,206.711,121.252,6.59322,7.262,-116.976,5.50191,0.96387,Y,NA,NA,NA,NA,NA,2.041493865,2.485147838,1.054392857,12.751125,NA,-0.976844973,NA,NA,Y,Y,Y,9,2
211,ndnf,S1C1,211_S1C1,l1_in,baseline,10,-63.974,192.615,190.989,6.61648,8.12655,7.78237,8.20461,0.926044,Y,NA,NA,NA,NA,NA,8.6563495,8.897715,1.76615,18.75953,NA,-0.267905403,NA,NA,Y,Y,Y,9,2
211,ndnf,S1C1,211_S1C1,l1_in,upsem10,10,-63.7636,62.8971,58.1841,2.29847,4.31158,65.3644,6.28013,1.00994,N,NA,NA,NA,NA,NA,1.35083315,1.63863065,1.088882353,4.431071765,NA,-0.2676191,NA,NA,Y,Y,Y,9,2
211,ndnf,S3C1,211_S3C1,l1_in,baseline,10,-67.4921,107.615,228.803,5.89133,7.99409,50.4263,10.0506,0.914279,Y,NA,NA,NA,NA,NA,12.365866,12.6779885,2.1485,11.736788,NA,-0.27044052,NA,NA,Y,Y,Y,9,2
211,ndnf,S3C1,211_S3C1,l1_in,upsem10,10,-58.118,31.8865,29.908,5.35,58.7534,33.2303,7.93731,1.02011,N,NA,NA,NA,NA,NA,1.7682155,2.008097,1.95335,2.2307945,NA,-0.116902278,NA,NA,Y,Y,Y,9,2
211,ndnf,S3C1,211_S3C1,l1_in,washout,10,-44.8237,90.5999,72.1713,5.68672,4.08614,106.02,4.35303,0.96306,Y,NA,NA,NA,NA,NA,9.188926,9.4777685,2.254,11.66563,NA,-1.10504655,NA,NA,Y,Y,Y,9,2
211,ndnf,S4C1,211_S4C1,l2_pc,baseline,10,-70.0195,42.9631,49.7501,11.5053,12.1658,16.9037,13.1977,0.664438,Y,-37.0812,48.675,0.55,251.25,-54.5938,5.9533655,6.1163105,2.58345,25.14541,-0.222527405,-0.44931305,NA,NA,N,Y,Y,9,2
211,ndnf,S4C1,211_S4C1,l2_pc,upsem10,10,-62.9771,55.7517,74.0021,15.7191,15.0578,17.9282,22.3484,0.739965,Y,-32.575,46.3563,0.57,231.875,-47.0313,4.290144,4.6724365,2.57665,19.43305,0.023105505,-0.232250961,NA,NA,N,Y,Y,9,2
211,ndnf,S4C1,211_S4C1,l2_pc,washout,10,-65.3521,53.9673,59.478,12.9555,12.2687,19.9968,16.6777,0.754628,Y,NA,NA,NA,NA,NA,3.7453145,4.24018,2.642473684,15.23585474,0.068082779,-0.277006565,NA,NA,N,Y,Y,9,2
213,ndnf,S1C1,213_S1C1,l2_pc,baseline,10,-64.2245,46.4715,60.177,17.9669,17.9267,25.509,16.4635,0.648454,Y,-39.3563,49.8563,0.49,165,-53.5625,NA,0.379898967,NA,NA,-1.44763128,-1.870101,6.648673469,19.29250489,N,N,N,9,2
213,ndnf,S1C1,213_S1C1,l2_pc,upsem10,10,-61.5107,54.0064,41.4794,36.3528,15.3386,21.0512,12.9157,0.758405,Y,-39.2813,48.1625,0.5,226.25,-52.8125,0.095170301,0.358950188,NA,NA,-0.570186486,-0.9366755,NA,NA,N,N,N,9,2
213,ndnf,S2C1,213_S2C1,l2_sc,baseline,10,-64.17,34.248,42.7935,9.58599,9.22885,14.0364,13.4763,0.563735,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,9,2
213,ndnf,S2C1,213_S2C1,l2_sc,upsem10,10,-60.8172,33.6838,42.1742,5.84243,5.20006,8.04457,9.03256,0.413005,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,9,2
215,ndnf,S1C1,215_S1C1,l2_sc,baseline,10,-62.0537,15.5444,17.2776,4.40106,4.05058,6.44667,5.29422,0.545393,Y,-40.6,45.4688,0.49,386.25,-55.6875,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,Y,9,2
215,ndnf,S1C1,215_S1C1,l2_sc,upsem10,10,-52.1117,29.7455,22.6297,7.76149,6.75207,3.17712,9.58965,0.459984,Y,-29.35,54.0812,0.5,370,-43.9375,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,Y,9,2
255,ndnf,S1C1,255_S1C1,l1_in,baseline,10,NA,124.669,114.557,4.92483,8.98993,5.2002,7.50866,0.983182,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
255,ndnf,S1C1,255_S1C1,l1_in,upsem10,10,NA,43.726,40.1486,11.059,6.30363,3.55338,5.90322,0.98446,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
255,ndnf,S1C1,255_S1C1,l1_in,washout,10,NA,140.296,104.186,7.16948,7.49109,0.847108,6.94284,0.950803,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,9,1
255,ndnf,S2C1,255_S2C1,l1_in,baseline,10,NA,145.189,147.171,9.1243,9.26171,6.86345,7.8187,0.814883,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,1
255,ndnf,S2C1,255_S2C1,l1_in,upsem10,10,NA,111.761,94.935,8.03215,5.5032,7.22587,8.09359,0.852198,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,1
255,ndnf,S2C1,255_S2C1,l1_in,washout,10,NA,109.892,99.7821,7.82418,5.40187,4.52767,5.8455,0.883049,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,9,1
270,ndnf,S2C3,270_S2C3,l1_in,baseline,10,-65.5734,226.974,296.297,5.67104,9.01956,8.32505,9.18816,0.847057,Y,-30.8562,34.7687,0.51,85,-53.5,4.8726366,5.31460168,3.485604167,12.91373583,NA,-0.581024124,NA,NA,Y,Y,Y,9,1
270,ndnf,S2C3,270_S2C3,l1_in,upsem10,10,-64.7938,166.895,204.63,3.95928,8.53064,5.46665,4.53755,0.968801,Y,-41.45,31.0813,0.46,131.25,-58.9688,3.45435066,4.08259418,8.2319375,8.452793542,NA,-0.774280656,NA,NA,Y,Y,Y,9,1
270,ndnf,S2C3,270_S2C3,l1_in,washout,10,-51.8908,130.047,76.0975,7.15447,3.29332,-35.5254,1.55563,0.980688,Y,-45.6688,31.275,0.58,100.625,-53.4688,1.63526508,2.021079,15.18526667,6.162754667,NA,-0.776838533,NA,NA,Y,Y,Y,9,1
289,ndnf,S1C1,289_S1C1,l2_sc,baseline,10,-66.1525,15.583,15.3778,5.13885,4.46805,6.19685,5.70799,0.496217,Y,-49.9438,40.2313,0.55,385,-61.9063,0.496657967,0.5476995,NA,NA,-1.241536423,-1.447092333,4.851666667,11.57410933,N,N,Y,9,1
289,ndnf,S1C1,289_S1C1,l2_sc,upsem10,10,-68.0507,22.3452,25.3448,6.85736,6.73349,8.16168,10.0061,0.585038,Y,-49,38.6375,0.51,306.875,-61.75,0.295106767,0.472785267,NA,NA,-1.1263717,-1.404297933,7.440233333,12.44983633,N,N,Y,9,1
289,ndnf,S1C1,289_S1C1,l2_sc,washout,10,-66.1866,19.6986,20.0867,8.47064,5.68434,7.29387,9.51606,0.496337,Y,-49.1375,37.3813,0.49,298.125,-60.5938,0.409498033,0.5882182,NA,NA,-1.156424133,-1.475323167,9.706566667,11.22256567,N,N,Y,9,1
289,ndnf,S1C1,289_S1C1,l2_sc,baseline,10,-66.1525,15.583,15.3778,5.13885,4.46805,6.19685,5.70799,0.496217,Y,-49.9438,40.2313,0.55,385,-61.9063,0.496657967,0.5476995,NA,NA,-1.241536423,-1.447092333,4.851666667,11.57410933,N,N,Y,9,1
289,ndnf,S1C1,289_S1C1,l2_sc,upsem10,10,-68.0507,22.3452,25.3448,6.85736,6.73349,8.16168,10.0061,0.585038,Y,-49,38.6375,0.51,306.875,-61.75,0.295106767,0.472785267,NA,NA,-1.1263717,-1.404297933,7.440233333,12.44983633,N,N,Y,9,1
